ubigeo,departamento,provincia,distrito,area_km2,n_ipress,n_camas,n_con_internamiento,n_ipress_hospitalaria,total_atenciones,total_atendidos,n_ipress_emergencia,mean_dist_km,median_dist_km,max_dist_km,n_ccpp,pct_beyond_10km,pct_beyond_25km,ipress_por_100km2,camas_por_100km2,internamiento_por_100km2,hospitalaria_por_100km2,tiene_emergencia_activa,log_atendidos,c_supply_base,c_emergency_base,c_spatial_base,c_activity_base,eai_baseline,quintil_baseline,rank_baseline,c_supply_alt,c_activity_alt,c_spatial_alt,c_emergency_alt,eai_alternative,quintil_alternative,rank_alternative,rank_change,abs_rank_change,eai_diff,quintil_changed
160601,LORETO,UCAYALI,CONTAMANA,11002.535542093006,12,17,1,1,12455,4502,2,11.005150954753187,10.2406461376023,40.02552541238377,109,0.5229357798165137,0.045871559633027525,0.1090657690137963,0.15450983943621144,0.009088814084483025,0.009088814084483025,1,8.412499120301572,0.012228582121021393,0.20122435893946605,0.6311311152028476,0.8440812015037412,0.3283335481884524,Q4 (High),1153,0.006461948680378898,0.8440812015037412,0.42514540404886225,0.20122435893946605,0.35947749067583795,Q4 (High),1153,0,0,-0.031143942487385556,False
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,317.50461903564747,10,0,2,2,3629,1833,7,1.4641790519243607,1.568018039340833,4.183173842085066,21,0.0,0.0,3.1495604789539335,0.0,0.6299120957907867,0.6299120957907867,1,7.51425465281641,0.07819381062552978,0.26610822117722266,0.879739987325495,0.8063215562909827,0.43844904083998787,Q5 (Very high),1683,0.11996619594461455,0.8063215562909827,0.8745458262627097,0.26610822117722266,0.550568543671743,Q5 (Very high),1716,-33,33,-0.11211950283175515,False
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,136.61912321067328,4,0,0,0,0,0,1,2.931711377448832,2.649997163695331,7.439546005582693,40,0.0,0.0,2.9278478049019587,0.0,0.0,0.0,1,0.0,0.07517647011231021,0.2,0.8140229340187044,0.0,0.32051864474491987,Q3 (Medium),1088,0.07517647011231021,0.0,0.8253319719639859,0.2,0.3476603077154726,Q3 (Medium),1064,24,24,-0.02714166297055276,False
130110,LA LIBERTAD,TRUJILLO,SIMBAL,389.8663038473669,1,0,0,0,0,0,1,4.1835416202607005,4.170470958500669,7.182890959226055,42,0.0,0.0,0.2564981867197995,0.0,0.0,0.0,1,0.0,0.012546630832072213,0.2,0.7751435014823196,0.0,0.28693437123592114,Q2 (Low),742,0.012546630832072213,0.0,0.776587674417294,0.2,0.31494234375407093,Q2 (Low),698,44,44,-0.028007972518149793,False
130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,161.1654921589944,1,0,0,0,0,0,0,4.369625378909361,4.176590670492946,11.207115996648557,47,0.06382978723404255,0.0,0.6204802198062791,0.0,0.0,0.0,0,0.0,0.02652554495823784,0.0,0.7701825958451352,0.0,0.24033871948892377,Q1 (Very low),271,0.02652554495823784,0.0,0.7407151650745687,0.0,0.2658816940156585,Q1 (Very low),326,-55,55,-0.025542974526734707,False
130203,LA LIBERTAD,ASCOPE,CHOCOPE,99.53006198593164,5,74,1,1,59541,34091,1,2.2704617179316964,2.2030302038653233,3.4275246129805987,21,0.0,0.0,5.023607842931655,74.3493960753885,1.004721568586331,1.004721568586331,1,10.436818031642188,0.29542101550179856,0.29411700195334145,0.8399239606632977,0.9174191170583665,0.5206457058187908,Q5 (Very high),1780,0.1581432904906369,0.9174191170583665,0.8436166922385293,0.29411700195334145,0.5771088887084861,Q5 (Very high),1764,16,16,-0.05646318288969532,False
130205,LA LIBERTAD,ASCOPE,PAIJAN,82.47185592564622,3,0,1,1,894,894,1,2.6440493892423858,2.595096703042988,5.366706366741148,43,0.0,0.0,3.6376045698604096,0.0,1.2125348566201366,1.2125348566201366,1,6.796823718274855,0.08430399298681951,0.3074642860670596,0.8247099232755555,0.7731818326903529,0.4311036293138536,Q5 (Very high),1669,0.152208400119472,0.7731818326903529,0.8274533530837189,0.3074642860670596,0.5437899973606521,Q5 (Very high),1702,-33,33,-0.11268636804679855,False
130613,LA LIBERTAD,OTUZCO,SINSICAP,455.02007405287463,3,0,0,0,0,0,0,3.7609020820893067,2.9144748928187596,13.069080476789368,92,0.06521739130434782,0.0,0.6593115713069378,0.0,0.0,0.0,0,0.0,0.027826772540540792,0.0,0.7871065429340618,0.0,0.24587133326940783,Q1 (Very low),313,0.027826772540540792,0.0,0.7790809395816181,0.0,0.2796350219887015,Q2 (Low),392,-79,79,-0.033763688719293666,True
130202,LA LIBERTAD,ASCOPE,CHICAMA,900.3389718740899,5,9,1,1,2080,2080,1,3.4948111258558874,3.7428618337151756,7.703736660014633,34,0.0,0.0,0.5553463924362076,0.9996235063851737,0.11106927848724153,0.11106927848724153,1,7.640603826393634,0.05581550071884865,0.2142524780469191,0.7951962017578947,0.8118673572320667,0.39284414101390186,Q5 (Very high),1532,0.033277106180800806,0.8118673572320667,0.7886706879213701,0.2142524780469191,0.4895779843734769,Q5 (Very high),1547,-15,15,-0.09673384335957502,False
130206,LA LIBERTAD,ASCOPE,RAZURI,312.0851712786768,2,0,0,0,0,0,0,4.0689289203155345,3.7853645477203894,10.232301441719434,52,0.019230769230769232,0.0,0.640850698482594,0.0,0.0,0.0,0,0.0,0.027211994705908182,0.0,0.7782884431630923,0.0,0.24301073109599555,Q1 (Very low),288,0.027211994705908182,0.0,0.7764296134778641,0.0,0.27855336339372944,Q2 (Low),386,-98,98,-0.035542632297733884,True
131103,LA LIBERTAD,GRAN CHIMU,MARMOT,301.02419728401964,3,0,0,0,0,0,0,4.006333916119382,4.053198254611466,8.978118295884922,40,0.0,0.0,0.9965976247316314,0.0,0.0,0.0,0,0.0,0.03799479396115138,0.0,0.7800361925836128,0.0,0.2473090356614868,Q1 (Very low),327,0.03799479396115138,0.0,0.7797990242060626,0.0,0.28242835696240975,Q2 (Low),405,-78,78,-0.03511932130092296,True
130201,LA LIBERTAD,ASCOPE,ASCOPE,298.9458948774455,2,9,2,2,5807,4196,2,2.026350793487674,1.8208282485656506,5.291860761177189,29,0.0,0.0,0.6690173821653952,3.010578219744278,0.6690173821653952,0.6690173821653952,1,8.34212526333359,0.09137308588180708,0.26931656195864406,0.8508352093463543,0.8412558259723101,0.4386858659494308,Q5 (Very high),1685,0.07194692240218045,0.8412558259723101,0.8614027768070339,0.26931656195864406,0.5415921800691978,Q5 (Very high),1699,-14,14,-0.10290631411976703,False
131101,LA LIBERTAD,GRAN CHIMU,CASCAS,468.1618387396591,5,12,1,1,3066,2508,2,4.520952253886504,4.597332366642439,9.849994487763283,166,0.0,0.0,1.068006741741387,2.5632161801793285,0.2136013483482774,0.2136013483482774,1,7.827639546366422,0.0977677387316839,0.22619724996561238,0.7662734363315574,0.8199297337656064,0.4026430253235203,Q5 (Very high),1578,0.056479257259074725,0.8199297337656064,0.7654840222501669,0.22619724996561238,0.49126461884857087,Q5 (Very high),1556,22,22,-0.08862159352505056,False
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,662.0292133093976,4,13,1,1,23801,10358,1,3.158968418375589,2.5904535265403155,7.089283113654172,45,0.0,0.0,0.6042029444598861,1.9636595694946297,0.15105073611497152,0.15105073611497152,1,9.245610986058102,0.07542602292267259,0.21903642019197536,0.8061191169513575,0.8760107608546501,0.4105950242418015,Q5 (Very high),1613,0.037999508683645045,0.8760107608546501,0.8276342510308975,0.21903642019197536,0.5181813012410506,Q5 (Very high),1634,-21,21,-0.10758627699924905,False
060505,CAJAMARCA,CONTUMAZA,SAN BENITO,488.4021638084018,3,0,0,0,0,0,3,4.029842616803424,3.102268409873678,12.200319529550683,78,0.07692307692307693,0.0,0.6142478928854394,0.0,0.0,0.0,1,0.0,0.026313801639302546,0.2,0.7793772441655306,0.0,0.29302300382341506,Q3 (Medium),804,0.026313801639302546,0.0,0.7662149700642888,0.2,0.31475368993232666,Q2 (Low),693,111,111,-0.0217306861089116,True
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,685.7876978712758,4,19,1,1,2983,2473,2,2.7418528246689986,1.8212573935058292,11.102179322727224,33,0.030303030303030304,0.0,0.5832708887045114,2.770536721346429,0.14581772217612785,0.14581772217612785,1,7.813591552952433,0.08566543737250563,0.21841980498826133,0.8209845805492764,0.8193301406254825,0.41281624255477345,Q5 (Very high),1620,0.03688816343476199,0.8193301406254825,0.8441539947618044,0.21841980498826133,0.5122259281480708,Q5 (Very high),1622,-2,2,-0.09940968559329733,False
060503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,294.1117339244492,2,0,0,0,0,0,2,3.6260864707247062,3.1459933752352196,15.810551160443877,65,0.03076923076923077,0.0,0.6800136714415331,0.0,0.0,0.0,1,0.0,0.028508103280373422,0.2,0.7911470330684864,0.0,0.2973219460686766,Q3 (Medium),843,0.028508103280373422,0.0,0.7900084472845528,0.2,0.32362998236968676,Q3 (Medium),791,52,52,-0.02630803630101014,False
230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,188.3414434546776,21,0,1,1,29539,14272,2,4.069990857591468,3.5039202200466084,10.93990668522255,17,0.058823529411764705,0.0,11.149962331606229,0.0,0.5309505872193443,0.5309505872193443,1,9.566124919629768,0.13722776504905415,0.2576320377099118,0.778258978771956,0.8876077194001679,0.4346761927662505,Q5 (Very high),1673,0.173644229492843,0.8876077194001679,0.7629214526282027,0.2576320377099118,0.5394815172150976,Q5 (Very high),1698,-25,25,-0.1048053244488471,False
230108,TACNA,TACNA,POCOLLAY,270.735206134122,3,0,0,0,0,0,0,1.0409161461607122,0.943501060948877,1.8675014022245222,10,0.0,0.0,1.1080937875932555,0.0,0.0,0.0,0,0.0,0.04098074711904553,0.0,0.9062481287427464,0.0,0.2862177001144898,Q2 (Low),731,0.04098074711904553,0.0,0.913548750490798,0.0,0.3299872494515407,Q3 (Medium),862,-131,131,-0.04376954933705085,True
230103,TACNA,TACNA,CALANA,110.63986997277314,2,118,1,1,183703,38494,1,1.6661502636642174,1.4434818898148096,5.095360656162712,27,0.0,0.0,1.807666621889714,106.65233069149312,0.903833310944857,0.903833310944857,1,10.55828364171215,0.2697165769214013,0.2871295538199552,0.8686594956349527,0.9213964614632062,0.5189206852142857,Q5 (Very high),1778,0.11178303413802351,0.9213964614632062,0.8815040043526329,0.2871295538199552,0.5781773631145597,Q5 (Very high),1765,13,13,-0.059256677900274,False
230101,TACNA,TACNA,TACNA,1922.211819004489,314,238,8,5,38965,31835,9,2.239821646418036,1.2989727374983495,10.41111804046229,17,0.058823529411764705,0.0,16.335348523796934,12.381569900202773,0.41618722353622767,0.2601170147101423,1,10.36835300392574,0.2748342677725497,0.23128701692988402,0.8412479466241367,0.9151585993303251,0.4979039918731369,Q5 (Very high),1766,0.18651184677767207,0.9151585993303251,0.8570522052530186,0.23128701692988402,0.5758853567850164,Q5 (Very high),1762,4,4,-0.07798136491187951,False
230109,TACNA,TACNA,SAMA,1139.5351226613877,3,0,0,0,0,0,0,5.989158305450635,3.2572321353856033,17.978158519637418,41,0.2682926829268293,0.0,0.2632652509203482,0.0,0.0,0.0,0,0.0,0.012841777786454407,0.0,0.7331052207402478,0.0,0.22442618844733336,Q1 (Very low),156,0.012841777786454407,0.0,0.6666358403925952,0.0,0.2365329885840219,Q1 (Very low),229,-73,73,-0.01210680013668855,False
230104,TACNA,TACNA,CIUDAD NUEVA,179.47463478883267,10,0,1,1,3478,3219,1,1.487598729772951,1.1165026605465582,2.740333056557525,5,0.0,0.0,5.571817996323468,0.0,0.5571817996323468,0.5571817996323468,1,8.077136638538454,0.10345911026500294,0.2599309934443342,0.8784094921659525,0.8304226416885102,0.4477585487724713,Q5 (Very high),1703,0.14132823616389836,0.8304226416885102,0.9016125759638878,0.2599309934443342,0.5689671876549041,Q5 (Very high),1756,-53,53,-0.12120863888243277,False
230303,TACNA,JORGE BASADRE,ITE,828.3688459311388,3,0,0,0,0,0,2,8.94588106667403,9.932554920454216,17.766277473422303,25,0.48,0.0,0.3621575116852458,0.0,0.0,0.0,1,0.0,0.01698335073505406,0.2,0.6834817813539631,0.0,0.26098870716345784,Q2 (Low),460,0.01698335073505406,0.0,0.44553864519357034,0.2,0.20018436350151314,Q1 (Very low),125,335,335,0.060804343661944704,True
180301,MOQUEGUA,ILO,ILO,293.81927546891933,23,68,2,2,55303,41252,4,5.646028575836008,4.29591271297325,17.925584992110366,8,0.125,0.0,7.827941159848438,23.143478211725817,0.6806905356389946,0.6806905356389946,1,10.627479116391054,0.2646162885350735,0.27025971185938946,0.7401859704895206,0.9236435943336176,0.47460077953234103,Q5 (Very high),1740,0.1640721647859542,0.9236435943336176,0.7052622709096714,0.27025971185938946,0.526640497253475,Q5 (Very high),1663,77,77,-0.052039717721133916,False
230102,TACNA,TACNA,ALTO DE LA ALIANZA,376.0612534299475,10,0,1,1,16711,10388,1,1.4228887216318982,0.9551901299351966,4.296488874412351,15,0.0,0.0,2.659141272543462,0.0,0.2659141272543462,0.2659141272543462,1,9.248502833070532,0.07128254867737381,0.23190813119455267,0.882116831005245,0.8761170080148001,0.4351726749387725,Q5 (Very high),1674,0.09144462122047835,0.8761170080148001,0.912709404923827,0.23190813119455267,0.5639144748703295,Q5 (Very high),1742,-68,68,-0.12874179993155704,False
230106,TACNA,TACNA,PACHIA,615.055289640112,5,0,0,0,0,0,0,3.9130743844442453,3.0813715084779143,9.549719916299424,30,0.0,0.0,0.8129350457136391,0.0,0.0,0.0,0,0.0,0.03269227131539591,0.0,0.7826811004638945,0.0,0.24624662509955692,Q1 (Very low),316,0.03269227131539591,0.0,0.8096959013321499,0.0,0.2915666332951014,Q2 (Low),466,-150,150,-0.04532000819554449,True
230404,TACNA,TARATA,ESTIQUE-PAMPA,148.42106461166782,1,0,0,0,0,0,0,6.3176650911961785,4.2768028306275045,16.332362396925596,12,0.3333333333333333,0.0,0.6737588108644971,0.0,0.0,0.0,0,0.0,0.028303137540180073,0.0,0.7266446964816498,0.0,0.22789950708355794,Q1 (Very low),183,0.028303137540180073,0.0,0.6077232715843154,0.0,0.2197789294395554,Q1 (Very low),174,9,9,0.008120577644002536,False
230403,TACNA,TARATA,ESTIQUE,296.912098378807,1,0,0,0,0,0,0,10.149995150930316,9.694290230367356,19.87407739269851,13,0.46153846153846156,0.0,0.3368000177359489,0.0,0.0,0.0,0,0.0,0.015950780042723163,0.0,0.6674074595870507,0.0,0.2058050108910683,Q1 (Very low),70,0.015950780042723163,0.0,0.4558667392332953,0.0,0.16354105374233416,Q1 (Very low),67,3,3,0.042263957148734155,False
230407,TACNA,TARATA,TARUCACHI,107.39793652529195,1,0,0,0,0,0,0,4.876664802770945,4.413837089168899,10.014673137485472,10,0.1,0.0,0.931116585991857,0.0,0.0,0.0,0,0.0,0.03616242614131705,0.0,0.7574909702698034,0.0,0.23990414023040196,Q1 (Very low),266,0.03616242614131705,0.0,0.7151482402992215,0.0,0.2593424906400568,Q1 (Very low),295,-29,29,-0.01943835040965486,False
230105,TACNA,TACNA,INCLAN,1441.5906967517196,2,0,0,0,0,0,0,4.823931492911182,4.004138497463568,15.244776449629148,30,0.13333333333333333,0.0,0.13873563449781706,0.0,0.0,0.0,0,0.0,0.007139008826789684,0.0,0.7587588272533345,0.0,0.23012630126537673,Q1 (Very low),194,0.007139008826789684,0.0,0.7089357283184575,0.0,0.24991225711815754,Q1 (Very low),267,-73,73,-0.019785955852780812,False
230301,TACNA,JORGE BASADRE,LOCUMBA,849.5374776809617,4,0,0,0,0,0,1,8.169267349294106,8.42545329413156,15.786267563239912,33,0.3939393939393939,0.0,0.4708444424275504,0.0,0.0,0.0,1,0.0,0.02120167919090924,0.2,0.6949173246002742,0.0,0.2658957850969005,Q2 (Low),519,0.02120167919090924,0.0,0.5008729423483566,0.2,0.2206059496196521,Q1 (Very low),177,342,342,0.04528983547724838,True
180302,MOQUEGUA,ILO,EL ALGARROBAL,736.4867372565332,1,0,0,0,0,0,0,10.871996444975105,10.42919626008533,27.315594425780315,56,0.5178571428571429,0.017857142857142856,0.13577977028141375,0.0,0.0,0.0,0,0.0,0.006996187659889818,0.0,0.6483681564694552,0.0,0.196959112621798,Q1 (Very low),57,0.006996187659889818,0.0,0.4247445919523233,0.0,0.1504096540982856,Q1 (Very low),60,-3,3,0.04654945852351239,False
230107,TACNA,TACNA,PALCA,1462.9767740381806,8,0,1,0,0,0,0,5.106080947644636,4.636035187918775,15.343455215484916,132,0.09090909090909091,0.0,0.5468302806966652,0.0,0.06835378508708315,0.0,0,0.0,0.023969568904674703,0.0,0.752104416543254,0.0,0.23402067407961233,Q1 (Very low),218,0.029623199572488816,0.0,0.7143071459721361,0.0,0.2574133009833698,Q1 (Very low),289,-71,71,-0.023392626903757457,False
230402,TACNA,TARATA,HEROES ALBARRACIN,380.20366620005564,2,0,0,0,0,0,0,3.074422659292425,3.058373295074546,7.534118469297354,14,0.0,0.0,0.526033854430967,0.0,0.0,0.0,0,0.0,0.02322578167433856,0.0,0.8090079246941129,0.0,0.2508314009942524,Q1 (Very low),358,0.02322578167433856,0.0,0.8104868765572899,0.0,0.2894768522136361,Q2 (Low),450,-92,92,-0.03864545121938373,True
230204,TACNA,CANDARAVE,CURIBAYA,112.72843193105206,1,0,0,0,0,0,0,4.3623855934578435,4.380231879189411,8.035915038375482,14,0.0,0.0,0.8870876520411715,0.0,0.0,0.0,0,0.0,0.03489508071823346,0.0,0.7703723690730844,0.0,0.243324988973307,Q1 (Very low),292,0.03489508071823346,0.0,0.771021217731134,0.0,0.27858119638545525,Q2 (Low),387,-95,95,-0.035256207412148244,True
230405,TACNA,TARATA,SITAJARA,234.35557577480733,1,0,0,0,0,0,0,4.084433037348304,3.734919163869968,7.59034754237912,6,0.0,0.0,0.426702030320329,0.0,0.0,0.0,0,0.0,0.01952729163601153,0.0,0.777858879242388,0.0,0.2401922158453204,Q1 (Very low),269,0.01952729163601153,0.0,0.7889052935122878,0.0,0.2809986756383036,Q2 (Low),395,-126,126,-0.040806459792983196,True
230206,TACNA,CANDARAVE,QUILAHUANI,55.43930756637497,2,0,0,0,0,0,0,1.747524020032078,1.5427786529846894,3.6662982185768693,21,0.0,0.0,3.607548665007207,0.0,0.0,0.0,0,0.0,0.08394670866542299,0.0,0.864430714162077,0.0,0.28871056228152114,Q3 (Medium),757,0.08394670866542299,0.0,0.8759283485207536,0.0,0.32756159914861954,Q3 (Medium),832,-75,75,-0.0388510368670984,False
180303,MOQUEGUA,ILO,PACOCHA,333.14171941516446,2,0,1,1,6723,5725,1,19.651985417509025,21.83309008390659,37.069625358372214,18,0.7222222222222222,0.3888888888888889,0.6003451034325666,0.0,0.3001725517162833,0.3001725517162833,1,8.65277248565806,0.02583849334323071,0.2355215606259886,0.39113810254706516,0.8535709955421613,0.2706223931449636,Q2 (Low),565,0.04828381544055664,0.8535709955421613,0.2549826833317632,0.2355215606259886,0.31913340425988623,Q2 (Low),744,-179,179,-0.04851101111492262,False
230401,TACNA,TARATA,TARATA,886.2458501683295,6,0,1,0,0,0,1,4.673717532561429,4.205974475740462,16.536243588700728,132,0.030303030303030304,0.0,0.6770130431482851,0.0,0.11283550719138086,0.0,1,0.0,0.028409870993761313,0.2,0.7624343257640407,0.0,0.28867375257702865,Q3 (Medium),755,0.03755152968913292,0.0,0.7584023237971524,0.2,0.3148286957512866,Q2 (Low),696,59,59,-0.026154943174257927,True
230205,TACNA,CANDARAVE,HUANUARA,91.33907337321605,1,0,0,0,0,0,0,3.202067091990147,2.8730209032645044,6.2309987580617605,13,0.0,0.0,1.0948217045228275,0.0,0.0,0.0,0,0.0,0.040633701463342574,0.0,0.804669016879479,0.0,0.2556225005760136,Q2 (Low),406,0.040633701463342574,0.0,0.8170303169925042,0.0,0.2961190363132121,Q2 (Low),512,-106,106,-0.040496535737198525,False
230408,TACNA,TARATA,TICACO,357.6784740884702,1,0,0,0,0,0,0,12.494357011224727,14.80896078226515,20.460103465493575,36,0.6944444444444444,0.0,0.2795807051426456,0.0,0.0,0.0,0,0.0,0.013546928276882338,0.0,0.6405655928109979,0.0,0.19691110274020818,Q1 (Very low),56,0.013546928276882338,0.0,0.31582558189392296,0.0,0.11392568573209362,Q1 (Very low),27,29,29,0.08298541700811456,False
230302,TACNA,JORGE BASADRE,ILABAYA,1062.9533873471362,6,0,1,1,12720,9977,2,7.129780240531977,6.301006168348913,20.03890903571058,55,0.2909090909090909,0.0,0.5644650152509969,0.0,0.09407750254183281,0.09407750254183281,1,9.208137948420983,0.024592484322763137,0.21216699062233796,0.7118416251840238,0.8746312738220616,0.3626647321059649,Q4 (High),1358,0.03228054809757705,0.8746312738220616,0.5809347922552437,0.21216699062233796,0.42875696720260953,Q4 (High),1378,-20,20,-0.06609223509664464,False
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,64.8552491989127,3,0,0,0,0,0,1,1.5960773888661715,1.0478762486318045,4.38085694219551,32,0.0,0.0,4.625685718667002,0.0,0.0,0.0,1,0.0,0.09491728018717209,0.2,0.8724057414022206,0.0,0.3449427704861764,Q4 (High),1260,0.09491728018717209,0.0,0.9062263762068111,0.2,0.3809085517191769,Q4 (High),1277,-17,17,-0.03596578123300054,False
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,758.3786100987198,1,0,0,0,425,226,1,11.4324703176219,2.7007341006138574,33.80499758295514,18,0.3333333333333333,0.2777777777777778,0.13186025906899296,0.0,0.0,0.0,1,5.424950017481403,0.006806230807746997,0.2,0.5106390271237822,0.7003226933539299,0.2756061582552391,Q2 (Low),617,0.006806230807746997,0.7003226933539299,0.6573846524231439,0.2,0.4118507247208232,Q4 (High),1353,-736,736,-0.13624456646558408,True
230202,TACNA,CANDARAVE,CAIRANI,177.31443537540864,2,0,0,0,0,0,0,7.979020994535351,10.20633160027862,18.940771926102045,25,0.52,0.0,1.1279397505147377,0.0,0.0,0.0,0,0.0,0.04149563503390201,0.0,0.6978664067683498,0.0,0.22388339429237064,Q1 (Very low),152,0.04149563503390201,0.0,0.42668687311576814,0.0,0.15971431434899433,Q1 (Very low),63,89,89,0.06416907994337631,False
