ubigeo,n_ipress,n_camas,n_con_internamiento,n_ipress_hospitalaria
140307,7,0,0,0
140308,21,0,0,0
140309,2,0,0,0
140310,10,0,0,0
140311,5,0,0,0
140312,7,0,0,0
150101,253,2364,15,16
150102,11,0,1,1
150103,338,236,7,4
150104,30,0,0,0
150105,147,364,2,1
150106,65,0,1,1
150107,32,10,1,2
150108,142,62,15,15
150109,22,0,1,1
150110,262,459,8,8
150111,100,637,1,1
150112,62,0,3,2
150113,275,2559,15,16
150114,152,50,5,5
150115,89,983,4,4
150116,246,0,8,8
150117,539,10,10,9
150118,89,70,4,3
150119,60,0,1,1
150120,131,590,4,4
150121,135,193,9,10
150122,305,438,18,17
150123,55,0,0,0
150124,3,0,0,0
150125,190,102,7,5
150126,2,0,0,0
150127,2,0,0,0
150128,67,87,4,3
150129,3,0,0,0
150130,219,320,25,22
150131,291,0,17,17
150132,669,204,8,9
150133,318,376,6,7
150134,95,0,1,1
150135,367,468,5,4
150136,92,89,8,7
150137,178,477,4,4
150138,2,0,0,0
150139,2,0,0,0
150140,351,42,14,16
150141,128,426,7,7
150142,168,248,7,6
150143,189,199,9,8
150201,40,113,1,1
150202,12,9,0,0
150203,8,0,0,0
150204,9,15,1,1
150205,4,0,0,0
150301,2,0,0,0
150302,2,0,0,0
150303,1,0,0,0
150304,1,0,0,0
150305,2,0,0,0
150401,3,0,0,0
150402,2,0,0,0
150403,3,0,0,0
150404,2,0,0,0
150405,2,0,0,0
150406,3,0,0,0
150407,3,0,0,0
150501,20,154,4,2
150502,4,0,0,0
150503,1,0,0,0
150504,2,0,0,0
150505,8,0,0,0
150506,1,0,0,0
150507,9,8,1,1
150508,1,0,0,0
150509,11,3,0,0
150510,8,0,0,0
150511,1,0,0,0
150512,2,6,0,0
150513,1,0,0,0
150514,5,0,0,0
150515,1,0,0,0
150516,3,0,0,0
150601,38,86,1,2
150602,5,0,0,0
150603,4,0,0,0
150604,6,0,0,0
150605,14,72,1,1
150606,6,0,0,0
150607,2,0,0,0
150608,4,0,0,0
150609,2,0,0,0
150610,3,0,0,0
150611,4,0,0,0
150612,2,0,0,0
150701,1,15,1,1
150702,2,0,0,0
150703,1,0,0,0
150704,1,0,0,0
150705,4,0,1,0
150706,3,0,0,0
150707,2,0,0,0
150708,2,0,0,0
150709,2,0,0,0
150710,2,0,0,0
150711,2,0,0,0
150712,1,0,0,0
150713,3,0,0,0
150714,1,0,1,1
150715,1,0,0,0
150716,7,0,0,0
150717,2,0,0,0
150718,2,0,0,0
150719,1,0,0,0
150720,2,0,0,0
150721,2,0,0,0
150722,7,0,0,0
150723,4,0,0,0
150724,3,0,0,0
150725,1,0,0,0
150726,4,0,0,0
150727,2,0,0,0
150728,3,0,0,0
150729,1,0,0,0
150730,1,0,0,0
150731,5,0,0,0
150732,1,0,0,0
150801,79,279,4,3
150802,2,3,0,0
150803,2,0,0,0
150804,1,0,0,0
150805,6,0,0,0
150806,10,0,0,0
150807,4,0,0,0
150808,4,0,0,0
150809,3,0,0,0
150810,9,0,0,0
150811,10,0,0,0
150812,8,0,0,0
150901,11,0,0,1
150902,1,0,0,0
150903,1,0,0,0
150904,3,0,0,0
150905,1,0,0,0
150906,3,0,0,0
151001,2,0,0,0
151002,2,0,0,0
151003,2,0,0,0
151004,1,0,0,0
151005,1,0,0,0
151006,2,0,0,0
151007,1,0,0,0
151008,1,0,0,0
151009,1,0,0,0
151011,1,0,0,0
151012,1,0,0,0
151013,1,0,0,0
151014,1,0,0,0
151015,1,0,0,0
151016,1,0,0,0
151017,1,0,0,0
151018,1,0,0,0
151019,1,0,0,0
151020,1,0,0,0
151021,1,0,0,0
151022,1,0,0,0
151023,1,0,0,0
151024,1,0,0,0
151025,2,0,0,0
151027,1,0,0,0
151028,1,0,0,0
151029,1,0,0,0
151030,2,0,0,0
151031,1,0,0,0
151032,2,0,0,0
151033,1,0,0,0
160101,94,126,10,10
160102,4,0,0,0
160103,12,0,0,0
160104,7,0,0,0
160105,4,0,0,0
160106,7,0,0,0
160107,9,0,1,1
160108,38,219,6,4
160110,5,0,0,0
160112,19,0,0,0
160113,27,12,1,1
160201,46,137,3,1
160202,18,10,0,0
160205,4,0,0,0
160206,11,10,0,0
160210,7,0,0,0
160211,8,0,0,0
160301,12,20,2,1
160302,4,0,0,0
160303,9,0,0,0
160304,19,17,2,1
160305,10,0,0,0
160401,10,22,2,1
160402,8,0,0,0
160403,5,0,0,0
160404,5,0,0,0
160501,6,31,2,1
160502,3,0,0,0
160503,2,0,0,0
160504,2,0,0,0
160505,10,0,0,0
160506,4,0,0,0
160507,4,0,0,0
160508,2,0,0,0
160509,2,0,0,0
160510,1,0,0,0
160511,2,0,0,0
160601,12,17,1,1
160602,2,0,0,0
160603,6,0,0,0
160604,3,0,0,0
160605,13,0,0,0
160606,1,0,0,0
160701,7,19,1,1
160702,7,0,0,0
160703,9,0,0,0
160704,10,0,0,0
160705,9,0,0,0
160706,8,0,1,0
160801,17,0,1,0
160803,6,0,0,0
170101,81,131,3,2
170102,13,0,0,0
170103,11,0,0,0
170104,8,0,0,0
170201,7,0,0,0
170202,4,0,0,0
170203,9,0,0,0
170204,6,0,0,0
170301,4,0,0,0
170302,7,25,1,1
170303,7,0,0,0
180101,35,95,2,2
180102,4,0,0,0
180103,3,0,0,0
180104,3,0,0,0
180105,4,0,0,0
180106,6,0,1,1
180201,3,0,0,0
180202,2,0,0,0
180203,2,0,0,0
180204,4,0,0,0
180205,2,0,0,0
180206,1,0,0,0
180207,2,0,0,0
180208,4,0,0,0
180209,1,0,0,0
180210,5,0,0,0
180211,1,0,0,0
180301,23,68,2,2
180302,1,0,0,0
180303,2,0,1,1
190101,7,0,0,0
190102,4,0,0,0
190103,4,94,2,2
190104,11,0,0,0
190105,5,0,0,0
190106,7,0,0,0
190107,10,0,1,1
190108,12,0,0,0
190109,9,50,2,2
190110,7,0,0,0
190111,6,0,1,1
190112,3,0,0,0
190113,23,0,2,3
190201,26,0,1,1
190202,5,0,0,0
190203,1,0,0,0
190204,5,0,0,0
190205,2,0,0,0
190206,16,0,1,1
190207,3,0,0,0
190208,4,0,0,0
190301,10,11,2,2
190302,6,0,0,0
190303,8,0,0,0
190304,27,0,1,1
190305,14,0,1,1
190306,23,0,1,1
190307,18,0,1,1
190308,13,0,1,1
200101,253,103,11,6
200104,68,239,14,7
200105,19,0,3,3
200107,4,0,0,0
200108,2,0,0,0
200109,8,0,0,0
200110,10,15,2,1
200111,21,0,0,0
200114,38,0,1,1
200115,10,102,3,3
200201,30,0,1,1
200202,9,0,0,0
200203,3,0,0,0
200204,5,0,0,0
200205,4,0,0,0
200206,8,0,1,1
200207,4,0,1,1
200208,4,0,0,0
200209,3,0,0,0
200210,10,0,0,0
200301,10,0,1,1
200302,7,7,2,2
200303,9,0,0,0
200304,21,0,1,1
200305,4,0,1,1
200306,9,0,1,1
200307,5,0,0,0
200308,6,0,0,0
200401,15,68,2,1
200402,5,0,1,1
200403,8,0,1,1
200404,7,0,0,0
200405,6,8,1,1
200406,5,0,1,1
200407,3,0,0,0
200408,5,0,0,0
200409,5,0,1,1
200410,7,0,0,0
200501,33,91,4,1
200502,2,0,0,0
200503,1,0,0,0
200504,1,0,1,1
200505,7,0,0,0
200506,1,0,0,0
200507,3,0,0,0
200601,155,204,7,7
200602,16,0,1,1
200603,7,0,0,0
200604,16,0,0,0
200605,10,0,0,0
200606,2,0,0,0
200607,8,0,1,1
200608,2,0,0,0
200701,83,35,6,6
200702,7,0,0,0
200703,6,0,0,0
200704,1,0,0,0
200705,6,0,0,0
200706,6,0,1,1
200801,20,0,2,2
200802,2,0,0,0
200803,2,0,1,1
200804,2,0,0,0
200805,5,0,0,0
200806,1,0,0,0
210101,86,295,11,8
210102,21,0,0,0
210103,2,0,0,0
210104,1,0,0,0
210105,6,0,0,0
210106,4,0,0,0
210107,3,0,0,0
210108,1,0,0,0
210109,5,0,0,0
210110,1,0,0,0
210111,8,0,0,0
210112,7,0,0,0
210113,1,0,0,0
210114,2,0,0,0
210115,2,0,0,0
210201,5,45,2,2
210202,1,0,0,0
210203,3,0,1,1
210204,4,0,1,1
210205,2,0,0,0
210206,4,0,1,1
210207,1,0,1,1
210208,2,0,1,1
210209,2,0,0,0
210210,7,0,0,0
210211,3,0,1,1
210212,2,0,0,0
210213,1,0,0,0
210214,4,0,0,0
210215,1,0,0,0
210301,6,20,1,1
210302,1,0,0,0
210303,4,9,1,1
210304,6,0,0,0
210305,5,0,0,0
210306,3,0,0,1
210307,3,0,0,0
210308,5,0,0,0
210309,7,0,1,1
210310,2,0,0,0
210401,16,29,1,1
210402,4,11,0,0
210403,2,0,0,0
210404,4,0,0,0
210405,3,0,0,0
210406,9,0,1,0
210407,12,0,0,0
210501,30,35,2,1
210502,6,0,0,0
210503,8,0,1,1
210504,7,0,1,1
210505,2,0,0,0
210601,13,30,2,1
210602,3,5,1,1
210603,1,0,0,0
210604,2,0,0,0
210605,1,0,0,0
210606,5,3,1,1
210607,5,0,1,1
210608,9,0,1,1
210701,8,22,2,2
210702,3,0,1,1
210703,1,0,0,0
210704,2,0,0,0
210705,3,0,0,0
210706,1,0,1,1
210707,2,0,0,0
210708,5,0,0,0
210709,3,0,1,1
210710,2,0,0,0
210801,7,56,1,1
210802,3,0,0,0
210803,2,0,0,0
210804,1,0,0,0
210805,7,0,0,0
210806,6,0,0,0
210807,7,0,0,0
210808,5,0,0,0
210809,3,0,0,0
210901,10,6,1,1
210902,2,0,1,1
210903,2,0,0,0
210904,2,0,0,0
211001,4,7,1,1
211002,3,0,1,1
211003,1,0,0,0
211004,2,0,0,0
211005,1,0,0,0
211101,74,264,16,7
211102,3,0,0,0
211103,4,0,0,0
211104,3,0,0,0
211105,2,0,0,0
211201,5,30,1,1
211202,4,0,1,1
211203,3,0,0,0
211204,4,0,0,0
211205,3,0,0,0
211206,3,0,0,0
211207,3,0,1,1
211208,1,0,0,0
211209,6,0,1,1
211210,5,10,1,1
211301,11,31,1,1
211302,1,0,0,0
211303,1,0,0,0
211304,1,0,0,0
211305,1,0,0,0
211306,1,0,0,0
211307,1,0,0,0
220101,91,30,2,4
220102,2,0,0,0
220103,1,0,0,0
220104,10,0,1,1
220105,5,0,1,1
220106,2,0,0,0
220201,15,10,1,1
220202,6,0,0,0
220203,10,4,1,1
220204,2,0,0,0
220205,6,6,0,0
220206,5,0,0,0
220301,7,0,1,1
220302,2,0,0,0
220303,5,0,1,1
220304,6,0,0,0
220305,2,0,0,0
220401,13,17,1,2
220402,3,0,0,0
220403,2,0,0,0
220404,2,0,0,0
220405,1,0,0,0
220406,1,0,0,0
220501,8,16,1,1
220502,5,0,0,0
220503,7,0,0,0
220504,9,0,1,1
220505,6,0,0,0
220506,8,0,0,0
220507,5,0,0,0
220508,5,0,0,0
220509,1,0,0,0
220510,4,4,1,1
220511,11,0,0,0
220601,17,39,3,2
220602,7,0,0,0
220603,6,0,0,0
220604,7,0,0,0
220605,5,0,0,0
220701,7,15,1,1
220702,4,0,0,0
220703,1,0,0,0
220704,2,0,0,0
220705,2,0,0,0
220706,1,0,0,0
220707,3,0,0,0
220708,5,0,0,0
220709,5,0,0,0
220710,1,0,0,0
220801,24,50,5,2
220802,4,0,0,0
220803,6,0,0,0
220804,20,0,1,1
220805,8,0,1,1
220806,1,0,0,0
220807,2,3,0,0
220808,2,0,0,0
220809,1,4,0,0
220901,74,212,10,7
220902,2,0,0,0
220903,1,0,0,0
220904,8,4,1,1
220905,3,0,0,0
220906,2,0,0,0
220907,9,2,0,0
220908,2,1,0,0
220909,14,6,2,2
220910,7,12,2,1
220911,6,4,0,0
220912,3,0,0,0
220913,3,4,0,0
220914,1,0,0,0
221001,13,49,1,1
221002,6,0,0,0
221003,7,0,0,0
221004,1,0,0,0
221005,13,0,1,1
230101,314,238,8,5
230102,10,0,1,1
230103,2,118,1,1
230104,10,0,1,1
230105,2,0,0,0
230106,5,0,0,0
230107,8,0,1,0
230108,3,0,0,0
230109,3,0,0,0
230110,21,0,1,1
230111,1,0,0,0
230201,4,0,0,0
230202,2,0,0,0
230203,1,0,0,0
230204,1,0,0,0
230205,1,0,0,0
230206,2,0,0,0
230301,4,0,0,0
230302,6,0,1,1
230303,3,0,0,0
230401,6,0,1,0
230402,2,0,0,0
230403,1,0,0,0
230404,1,0,0,0
230405,1,0,0,0
230406,2,0,0,0
230407,1,0,0,0
230408,1,0,0,0
240101,40,297,9,7
240102,5,12,1,1
240103,4,0,0,0
240104,4,0,0,0
240105,6,0,0,0
240106,4,0,0,0
240201,5,18,1,1
240202,3,0,0,0
240203,3,0,0,0
240301,5,20,1,1
240302,4,0,0,0
240303,1,0,0,0
240304,5,0,0,0
250101,72,272,6,4
250102,24,0,0,0
250103,17,0,0,0
250104,22,0,0,0
250105,28,25,1,1
250106,8,0,0,0
250107,16,0,0,0
250201,19,0,1,1
250202,4,0,0,0
250203,6,0,0,0
250204,3,0,0,0
250301,15,0,1,1
250302,7,16,0,0
250303,6,0,0,0
250304,8,0,0,0
250305,2,0,0,0
250401,9,0,0,0
